train_loss,recon_loss,kl_loss,test_loss,recon_loss,kl_loss
,356.3523254394531,2.520768642425537,,-281.72349516793514,23.19759419634794
,350.62554931640625,1.408805012702942,,-405.6580398300051,23.279135860509548
,344.9371643066406,1.0996193885803223,,-500.7299282852143,22.488221247869518
,340.07080078125,0.9434106945991516,,-454.01911781280734,19.36287318044263
,333.7618408203125,0.8603752255439758,,-303.86856103344064,149.03639138518264
,326.7726745605469,0.834055483341217,,-431.5967686388276,27.94945602152811
,318.1680603027344,0.9050202965736389,,-464.51649770825077,20.575250130853558
,307.4720153808594,1.127946376800537,,-629.6972124220362,18.17586557369075
,294.5688781738281,1.5652097463607788,,-630.2723208096329,17.54999749754461
,278.1353454589844,2.27874755859375,,-520.2181910114577,35.11594795998615
,253.56968688964844,3.6454625129699707,,-676.169931310927,33.180128062374784
,225.1743621826172,5.741227149963379,,-698.7457066905123,29.07115650516941
,194.6818389892578,8.748912811279297,,-792.5787292039131,23.139936606817713
,166.8262939453125,13.841231346130371,,-448.94373423553725,41.46810695369638
,154.550537109375,13.434759140014648,,-734.0645208858961,25.80490152553454
,124.21708679199219,10.320905685424805,,-574.7434344409694,27.557242041608323
,114.6343994140625,7.069256782531738,,-644.4343136403672,20.47059849763259
,95.30032348632812,5.004873752593994,,-704.108654183445,20.983479629285053
,90.85697937011719,3.8293535709381104,,-619.3322766462622,26.07507871539812
,84.156494140625,3.1037380695343018,,-724.9941347259917,29.244485160073168
,68.20282745361328,2.962338447570801,,-746.1278242201921,35.45895889007168
,57.47141647338867,2.857893705368042,,-362.0283367476719,27.658743448176832
,42.71893310546875,2.8333542346954346,,-749.4677679052371,31.82077328718562
,24.29448127746582,2.7492189407348633,,-330.63984314207266,34.770460790013914
,12.367752075195312,2.6332199573516846,,-689.3437167877747,30.88108856996823
,18.024911880493164,2.768507480621338,,-795.6076481818473,32.51567019963655
,10.538479804992676,2.6512651443481445,,-724.2189515111208,34.47061006546215
,-11.908552169799805,2.8206284046173096,,-600.3664433049723,32.020474014025815
,13.677118301391602,3.0774993896484375,,-746.5318142473,27.79754681970379
,-33.65270233154297,3.574697256088257,,-642.9625808244956,35.49277443365697
,-48.20648956298828,4.081554889678955,,,
,-57.622344970703125,4.7504167556762695,,,
,-42.13055419921875,5.105983734130859,,,
,-48.633140563964844,4.540317535400391,,,
,-42.29620361328125,5.27125358581543,,,
,-83.37030029296875,6.537951946258545,,,
,-64.97180938720703,6.970915794372559,,,
,-97.53662109375,7.892766952514648,,,
,-110.94778442382812,8.13443660736084,,,
,-68.20306396484375,8.179512977600098,,,
,-66.32488250732422,10.324045181274414,,,
,-92.4794692993164,10.900711059570312,,,
,-103.27139282226562,11.43049144744873,,,
,-109.7756118774414,13.893291473388672,,,
,-114.13426971435547,14.64867877960205,,,
,-112.34148406982422,15.902400970458984,,,
,-92.474853515625,15.73674201965332,,,
,-140.23582458496094,17.53179359436035,,,
,-104.15909576416016,20.28931999206543,,,
,-119.72309875488281,18.30097007751465,,,
,-93.0993423461914,16.37183380126953,,,
,-90.49263000488281,15.824175834655762,,,
,-113.39735412597656,16.748014450073242,,,
,-135.5107421875,16.68170928955078,,,
,-145.9297332763672,18.212553024291992,,,
,-150.7315673828125,18.514127731323242,,,
,-140.68365478515625,18.16046905517578,,,
,-138.5733184814453,16.811094284057617,,,
,-154.2955780029297,17.879911422729492,,,
,-120.37006378173828,17.86404800415039,,,
,-169.20416259765625,15.88780403137207,,,
,-166.6217041015625,15.789846420288086,,,
,-173.09620666503906,14.027775764465332,,,
,-188.49026489257812,14.994260787963867,,,
,-152.96734619140625,16.957134246826172,,,
,-163.8280029296875,16.936771392822266,,,
,-187.99818420410156,14.467989921569824,,,
,-169.75637817382812,18.526336669921875,,,
,-200.99951171875,14.372292518615723,,,
,-170.63800048828125,16.272937774658203,,,
,-174.5374755859375,19.42131805419922,,,
,-174.8749237060547,16.279733657836914,,,
,-168.7669677734375,18.214187622070312,,,
,-200.19192504882812,15.712013244628906,,,
,-187.62367248535156,19.085996627807617,,,
,-209.459716796875,17.99447250366211,,,
,-198.34771728515625,18.074350357055664,,,
,-213.40603637695312,21.57782745361328,,,
,-212.26071166992188,20.027671813964844,,,
,-201.78433227539062,21.320392608642578,,,
,-222.13934326171875,19.638526916503906,,,
,-190.33932495117188,22.93123435974121,,,
,-209.8534393310547,20.66550064086914,,,
,-219.928955078125,18.87118148803711,,,
,-190.18824768066406,21.7737979888916,,,
,-227.92449951171875,20.067781448364258,,,
,-217.5517120361328,24.059141159057617,,,
,-252.95162963867188,21.72451400756836,,,
,-213.5311737060547,25.157262802124023,,,
,-229.986083984375,23.4453067779541,,,
,-232.53631591796875,22.334911346435547,,,
,-248.56005859375,23.852169036865234,,,
,-218.0372772216797,27.244224548339844,,,
,-216.12646484375,27.898508071899414,,,
,-227.06268310546875,29.087520599365234,,,
,-234.72796630859375,29.052387237548828,,,
,-249.97727966308594,24.673547744750977,,,
,-209.46890258789062,30.32744598388672,,,
,-215.4375457763672,28.485034942626953,,,
,-230.3347625732422,31.215694427490234,,,
,-234.09906005859375,29.19955062866211,,,
,-254.491455078125,26.39894676208496,,,
,-229.96994018554688,27.012924194335938,,,
,-228.11643981933594,28.336816787719727,,,
,-223.99427795410156,26.938613891601562,,,
,-236.80296325683594,29.121234893798828,,,
,-246.5218505859375,26.03512954711914,,,
,-246.43804931640625,27.879175186157227,,,
,-238.47512817382812,30.16368293762207,,,
,-216.44668579101562,28.11943817138672,,,
,-266.27606201171875,29.49209976196289,,,
,-271.4512939453125,26.19017219543457,,,
,-215.03167724609375,25.96632194519043,,,
,-258.9756164550781,24.814102172851562,,,
,-223.42015075683594,25.11344337463379,,,
,-222.41018676757812,23.25411033630371,,,
,-257.236328125,22.481027603149414,,,
,-238.2053985595703,23.52342987060547,,,
,-235.91015625,26.242313385009766,,,
,-277.6312255859375,22.344013214111328,,,
,-227.9600372314453,23.124412536621094,,,
,-242.56524658203125,25.233505249023438,,,
,-258.6020812988281,24.346805572509766,,,
,-281.2812194824219,23.726436614990234,,,
,-283.7003173828125,24.134075164794922,,,
,-273.73138427734375,23.247495651245117,,,
,-255.35604858398438,26.657665252685547,,,
,-269.7486572265625,25.357378005981445,,,
,-300.8186950683594,26.559295654296875,,,
,-265.4222412109375,25.798320770263672,,,
,-269.28375244140625,27.644044876098633,,,
,-229.8177032470703,30.5367488861084,,,
,-268.1557312011719,27.54718017578125,,,
,-237.44668579101562,30.785079956054688,,,
,-291.40679931640625,27.608299255371094,,,
,-263.79473876953125,28.975605010986328,,,
,-248.71780395507812,27.35162353515625,,,
,-258.4140319824219,28.968448638916016,,,
,-248.70933532714844,32.04716110229492,,,
,-291.63525390625,26.682113647460938,,,
,-261.615234375,33.159332275390625,,,
,-280.5347595214844,26.568893432617188,,,
,-263.1863098144531,23.93678855895996,,,
,-270.0283203125,25.511436462402344,,,
,-296.9814758300781,29.903060913085938,,,
,-280.0896911621094,31.152328491210938,,,
,-269.5083923339844,29.372440338134766,,,
,-274.64599609375,26.73579978942871,,,
,-271.1053466796875,24.996122360229492,,,
,-290.0888366699219,30.177656173706055,,,
,-271.5892333984375,31.760425567626953,,,
,-273.59735107421875,29.305801391601562,,,
,-262.469970703125,28.302886962890625,,,
,-211.70639038085938,29.637880325317383,,,
,-213.4542694091797,30.811800003051758,,,
,-258.6925964355469,23.256120681762695,,,
,-277.0498352050781,22.076993942260742,,,
,-295.58050537109375,23.66796875,,,
