filename,tps,innodb_thread_concurrency,thread_cache_size,max_connections,query_cache_size,sort_buffer_size,join_buffer_size,tmp_table_size,innodb_purge_threads,innodb_read_io_threads,innodb_write_io_threads,optimizer_search_depth,cpu,innodb_buffer_pool_size,key_buffer_size,innodb_io_capacity,innodb_io_capacity_max,sync_binlog,open_files_limit,table_open_cache,readIO,writeIO,IO
history_task29_ddpg.json,81.88589981938618,0,,1925,4927071,202539,846800,,,3,2,,15.284091953921147,23863975731,5551628,,2237,6693677,87204,,0.0,4.870755208300862,4.870755208300862
history_task29_ga.json,80.34234109758341,0,,10520,1788940,64754,262144,,,1,1,,16.62296551713061,20011535564,187168839,,138,63989288,80,,0.0,2.891562499980723,2.891562499980723
history_task29_mbo.json,81.09136400910526,779,,79366,348546,96484951,210001047,,,58,59,,15.680965517136894,27302465331,7612142596,,166,4199547647,140106,,0.0,0.0001302083333324653,0.0001302083333324653
history_task29_smac.json,80.48570131998424,60,,1207,414136,1124233,25144,,,5,2,,15.933264367709924,19074915225,58197,,106,16690078,50585,,0.0,4.072890624972848,4.072890624972848
history_task2_ddpg.json,391.3255683008099,,,,,,,,,,,,65.98397058768532,,,,,,,,0.0,0.0,0.0
history_task2_ga.json,356.2413745414621,,,,,,,,,,,,54.09157753969707,,,,,,,,0.0,0.0,0.0
history_task2_mbo.json,445.8909785809445,,,,,,,,,,,,64.48512763535162,,,,,,,,0.0,0.0,0.0
history_task2_smac.json,466.8628062389397,,,,,,,,,,,,56.643972043702334,,,,,,,,0.0,0.0,0.0
history_task30_ddpg.json,692187.7692419933,8,,75647,,,,,,,,,62.423281249479835,33747076506,,,,,,,0.0,0.00042317708332980687,0.00042317708332980687
history_task30_ga.json,667037.6117218143,8,,98982,,,,,,,,,58.490833332845874,10315723388,,,,,,,0.0,0.00042317708332980687,0.00042317708332980687
history_task30_mbo.json,687007.4337282291,8,,60357,,,,,,,,,60.890520832825885,12072310732,,,,,,,0.0,0.00042317708332980687,0.00042317708332980687
history_task30_smac.json,678901.3347823278,9,,99843,,,,,,,,,68.36067708276366,13727180799,,,,,,,0.0,0.00039062499999674476,0.00039062499999674476
history_task31_ddpg.json,39990.38901075371,,,,,,,,,,,,97.75036458251877,29868040192,,,,,,,125.55491536353703,378.01757812184985,503.5724934853869
history_task31_ga.json,36298.95528396392,,,,,,,,,,,,96.15723958253203,29515923661,,,,,,,138.56943359259526,411.3739583299052,549.9433919225005
history_task31_mbo.json,37722.27382808964,,,,,,,,,,,,97.97239583251678,29608458240,,,,,,,75.2070638014566,339.8232421846681,415.03030598612474
history_task31_smac.json,38658.544732906856,,,,,,,,,,,,97.60328124918665,25612562022,,,,,,,277.1905598935234,284.62399088304477,561.8145507765682
history_task32_ddpg.json,432.2691575093565,15,,99097,,,,,,,,,64.54245777455024,,,,,,,,0.0,0.0,0.0
history_task32_ga.json,390.6542322696241,11,,73475,,,,,,,,,55.70661764656145,,,,,,,,0.0,0.0,0.0
history_task32_mbo.json,398.2746191334846,14,,11973,,,,,,,,,53.14283422411573,,,,,,,,0.0,0.0,0.0
history_task32_smac.json,423.32093803488436,19,,87349,,,,,,,,,61.90542547055825,,,,,,,,0.0,0.0,0.0
history_task33_ddpg.json,25141.087803006856,483,,175,,,,,,,,,96.03463541586633,29601053696,,,,,,,167.90208333193414,366.6734700490277,534.5755533809618
history_task33_ga.json,26848.226728889396,705,,99949,,,,,,,,,96.20286458253152,30378919322,,,,,,,145.61298828003655,348.9265950491756,494.5395833292122
history_task33_mbo.json,28306.905669012158,182,,1041,,,,,,,,,98.12270833251566,30494101914,,,,,,,73.37669270772186,320.84863280982626,394.22532551754813
history_task33_smac.json,30339.71552055772,284,,845,,,,,,,,,98.40515624918001,30249095373,,,,,,,64.1846354161318,282.45266926847955,346.63730468461137
history_task34_ddpg.json,121335.66744176189,,,,,,,,,,,,78.76578124934369,,,,,,,,0.0,0.00013020833333224826,0.00013020833333224826
history_task34_ga.json,132077.88682251572,,,,,,,,,,,,65.74526041611878,,,,,,,,0.0,0.00042317708332980687,0.00042317708332980687
history_task34_mbo.json,104538.3589553554,,,,,,,,,,,,67.10572916610757,,,,,,,,0.0,0.00042317708332980687,0.00042317708332980687
history_task34_smac.json,119510.44088139251,,,,,,,,,,,,80.55223958266201,,,,,,,,0.0,0.00042317708332980687,0.00042317708332980687
history_task35_ddpg.json,44823.28794452657,,,,,,,,,,,,61.81473958281821,,,,,,,,0.0003580729166636827,0.00042317708332980687,0.0007812499999934896
history_task35_ga.json,46828.08073738753,,,,,,,,,,,,66.13260416611556,,,,,,,,0.0,0.00042317708332980687,0.00042317708332980687
history_task35_mbo.json,45114.331150738726,,,,,,,,,,,,63.50984374947078,,,,,,,,0.0,0.00042317708332980687,0.00042317708332980687
history_task35_smac.json,45489.112356509075,,,,,,,,,,,,58.511666666179025,,,,,,,,0.0,0.00042317708332980687,0.00042317708332980687
history_task36_ddpg.json,156.12090757813752,19,,1093,1612044,275485,28212,,,1,1,,67.4091503261732,15951202611,18773747,1805,1375,614946,112825,,0.0,0.0,0.0
history_task36_ga.json,148.82466152962388,0,,15656,23894616,15886253,1727862,,,1,1,,64.39906298745711,19258436096,205397831,252238,18280,15115334,32704,,0.0,0.0,0.0
history_task36_mbo.json,157.4573903278922,10,,17587,620251648,47557042,106410,,,1,1,,52.011764705396224,24491764941,160960711,1397,802,21319492,40486,,0.0,0.0,0.0
history_task36_smac.json,166.02151363733125,18,,4598,1048576,106713,543195,,,7,48,,65.8371578327785,25780410778,8388608,200,400,1,59952,,0.0,0.0,0.0
history_task37_ddpg.json,4.4,,,,,,,,,,,,15.323915461525209,33807676212,,,,,,,0.0,3.517288306428921,3.517288306428921
history_task37_ga.json,4.4,,,,,,,,,,,,16.39357758610448,15776980070,,,,,,,0.0,3.3588378906040073,3.3588378906040073
history_task37_mbo.json,4.4,,,,,,,,,,,,15.793637374759097,24326148301,,,,,,,0.0,3.4844758064291326,3.4844758064291326
history_task37_smac.json,4.4,,,,,,,,,,,,15.104655172329894,20185713664,,,,,,,0.0,2.9899956597056114,2.9899956597056114
history_task38_ddpg.json,581.3001100632459,17,,30387,,,,,,,,,66.13450576038542,34353037722,407951143,,5817,,,,0.0,0.0,0.0
